query,title,year,venue,doi,type
robot self shadow,Encounter with the Shadow,1979,Self &amp; Society,10.1080/03060497.1979.11083714,journal-article
robot self shadow,In the Shadow of Accreditation,1992,Self &amp; Society,10.1080/03060497.1992.11085233,journal-article
robot self shadow,‘God’s Shadow’ and the Buddhist ‘No-Self’ Doctrine,1999,Nietzsche and Buddhism,10.1093/acprof:oso/9780198238652.003.0009,book-chapter
robot self shadow,Shadow: the archetypal enemy,2004,Archetype Revisited,10.4324/9780203627129-19,book-chapter
robot self shadow,"The Shadow Government, 1984–1985",2017,The Gospel of Self,10.2307/j.ctt20bbwr5.6,book-chapter
robot self shadow,Self-organisation and self-learning robot control,1996,IEE Colloquium on Self Learning Robots,10.1049/ic:19960149,proceedings-article
robot self shadow,Shadow and Reflection,2023,Soul and Self in Vedic India,10.1163/9789004546004_018,book-chapter
robot self shadow,1. In the Shadow of Difference,2014,Becoming Women,10.3138/9781442685406-005,book-chapter
robot self shadow,Shadow: the archetypal enemy,2015,Archetype Revisited,10.4324/9781315740515-12,book-chapter
robot self shadow,"The Robot Self-Efficacy Scale: Robot Self-Efficacy, Likability and Willingness to Interact Increases After a Robot-Delivered Tutorial",2020,2020 29th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),10.1109/ro-man47096.2020.9223535,proceedings-article
robot self shadow,New Architecture of Robot Consciousness and the Robot Mind,2012,Creation of a Conscious Robot,10.1201/b12780-12,book-chapter
robot self shadow,The cloud god and the shadow self*,2007,Social Anthropology,10.1111/j.1469-8676.1995.tb00295.x,journal-article
robot self shadow,The Shadow of a Man,2018,False Self,10.4324/9780429474576-42,book-chapter
robot self shadow,Humanoid robot shadow system based on kinect depth camera detection,2019,2019 Chinese Automation Congress (CAC),10.1109/cac48633.2019.8996277,proceedings-article
robot self shadow,"The Unintegrated Shadow: RLHF, False-Self Formation, and the Case for Alignment as Individuation",2026,,10.2139/ssrn.6559758,posted-content
robot self shadow,3D Hermite Curve-Based Path Planning on Robot Manipulator for Chinese Calligraphy,2025,IJAMM,10.21428/70cb44c5.d4ac81b3,journal-article
robot self shadow,The Shadow of Technology,2017,Boundaries of Self and Reality Online,10.1016/b978-0-12-804157-4.00008-6,book-chapter
robot self shadow,Consumer Participation in Self-Service Technologies: Shadow Work and Decision-Making Processes,2025,,10.2139/ssrn.5179175,posted-content
robot self shadow,When Customers Resist Self-Service Technology: A Shadow Work Perspective,2024,,10.2139/ssrn.5034964,posted-content
robot self shadow,Somalia: State Failure and Self-Determination in the Shadow of the Global Economy,2006,"Globalization, Violent Conflict and Self-Determination",10.1057/9780230502376_7,book-chapter
robot self shadow,Strategic thinking in the shadow of self-enhancement: Benefits and costs,2022,,10.31234/osf.io/gtc2m,posted-content
robot self shadow,Experimental Research on Self-adaptability of Tri-axis Differential In-pipe Robot Drive Unit,2010,ROBOT,10.3724/sp.j.1218.2010.00419,journal-article
robot self shadow,Light and Shadow in the Duma Monarchy,2019,Self-Government and Freedom in Russia,10.4324/9780429305801-13,book-chapter
robot self shadow,Shadow Self,2025,AI Needs You,10.2307/jj.27939763.5,book-chapter
robot self shadow,Shadow Bowl 2003,2004,IEEE Robotics &amp; Automation Magazine,10.1109/mra.2004.1337827,journal-article
robot self shadow,Dostoevsky and the Shadow,2016,Archetypes from Underground,10.51644/9781771122054-007,book-chapter
robot self shadow,Shadow work: why you should be cautious of the TikTok self-help trend,2025,,10.64628/ab.tng7fkmdj,posted-content
robot self shadow,SHADOW-HOUSING SELF-HELP OF DWELLERS IN THE NETHERLANDS,1988,Affordable Housing and the Homeless,10.1515/9783110851908-009,book-chapter
robot self shadow,Self-lock Characteristics of the Continuous Alternate Wheel and the Mobile Robot,2013,Robot,10.3724/sp.j.1218.2013.00449,journal-article
robot self shadow,Istanbul: The Promise of Squatter Self-Government,2016,Shadow Cities,10.4324/9780203936245-11,book-chapter
robot self shadow,The Search for Gold in the Shadow of Organisations?,2003,Self &amp; Society,10.1080/03060497.2003.11086203,journal-article
robot self shadow,Jobs figures mask bogus self-employment in the shadow economy,2025,,10.64628/ab.j7nsvwptu,posted-content
robot self shadow,Shadow of the Past? Self-Licensing and Political Behavior,2015,SSRN Electronic Journal,10.2139/ssrn.2617347,journal-article
robot self shadow,Structure Design and Simulation Analysis of an Innovative Modular Self-Reconfigurable Robot-360bot,2013,Robot,10.3724/sp.j.1218.2013.00568,journal-article
robot self shadow,Photography and Shadow-Writing: Henry James’s Revisions of the Self in the New York Edition,2007,Stories and Portraits of the Self,10.1163/9789401205290_022,book-chapter
robot self shadow,"Sleeping with the enemy: AI, grief, and the analyst’s shadow",2025,"Psychoanalysis, Self and Context",10.1080/24720038.2025.2587093,journal-article
robot self shadow,VI. Some Versions of the Self,1964,Long Shadow,10.1515/9781400878116-008,book-chapter
robot self shadow,The Shadow Self by Adrienne Ione,2022,American Psychologist,10.1037/amp0001045,journal-article
robot self shadow,4. Kant’s Shadow in the Current Philosophical Landscape,2011,The Death of Philosophy,10.7312/thom14778-006,book-chapter
robot self shadow,Self-Centered Shadow,1953,American Journal of Physics,10.1119/1.1933405,journal-article
robot self shadow,The self as object,2017,The Shadow of the Object,10.4324/9781315437613-3,book-chapter
robot self shadow,Model based Kalman Filter Mobile Robot Self-Localization,2010,Robot Localization and Map Building,10.5772/9256,book-chapter
robot self shadow,The Trinidad Carnival,1990,Self &amp; Society,10.1080/03060497.1990.11085056,journal-article
robot self shadow,Shadow Information Spaces: Combinatorial Filters for Tracking Targets,2012,IEEE Transactions on Robotics,10.1109/tro.2011.2174494,journal-article
robot self shadow,Interpreting Indian Robot Tales,2024,"I, Yantra",10.2307/jj.18255359.13,book-chapter
robot self shadow,Exploring a Digital Shadow Design Workflow by Means of a Line Following Robot Use-Case,2021,2021 Annual Modeling and Simulation Conference (ANNSIM),10.23919/annsim52504.2021.9552143,proceedings-article
robot self shadow,"Self-Disclosure of Personal Information, Robot Appearance, and Robot Trustworthiness",2021,2021 30th IEEE International Conference on Robot &amp; Human Interactive Communication (RO-MAN),10.1109/ro-man50785.2021.9515477,proceedings-article
robot self shadow,Self analysis and the countertransference,2017,The Shadow of the Object,10.4324/9781315437613-13,book-chapter
robot self shadow,The Shadow or the Self,2019,The Artistry of Neil Gaiman,10.14325/mississippi/9781496821645.003.0009,book-chapter
robot self shadow,‘A shadow of me old self’: The impact of image-based sexual abuse in a digital society,2024,CrimRxiv,10.21428/cb6ab371.7ea9dc10,journal-article
robot self shadow,Additive Self-Dual Codes over GF(4) with Minimal Shadow,2018,Information,10.3390/info9040081,journal-article
robot self shadow,‘A shadow of me old self’: The impact of image-based sexual abuse in a digital society,2022,CrimRxiv,10.21428/cb6ab371.bc30773c,journal-article
robot self shadow,Robot Hugs Encourage Self-disclosures,2024,Social Touch in Human–Robot Interaction,10.1201/9781003384274-19,book-chapter
robot self shadow,THE LIGHT AND SHADOW OF EMPIRE,2024,The Amateur,10.5040/9781501399909.ch-5,other
robot self shadow,Shadow Self,2024,AI Needs You,10.2307/jj.6812468.4,book-chapter
robot self shadow,Self-supervised robot self-modeling using a single egocentric camera,2023,,10.21203/rs.3.rs-2303274/v1,posted-content
robot self shadow,Observations on Self-Awareness,2012,Creation of a Conscious Robot,10.1201/b12780-14,book-chapter
robot self shadow,Interpreting Indian Robot Tales,2024,"I, Yantra",10.1515/9781438496634-011,book-chapter
robot self shadow,Persona and Shadow in Dreamwork,2018,Dreamwork and Self-Healing,10.4324/9780429473999-7,book-chapter
robot self shadow,Amazon Self-Preferencing in the Shadow of the Digital Markets Act,2024,SSRN Electronic Journal,10.2139/ssrn.4787390,journal-article
robot self shadow,The Self-Centered Shadow,1953,American Journal of Physics,10.1119/1.1933562,journal-article
robot self shadow,Self-Near and Self-Alien Elements of Personality within Winnicott’s,2021,Obsessive-Compulsive Disorder and Uncertainty,10.5040/9781978721074.ch-5,other
robot self shadow,SELF BALANCING ROBOT,2026,International Journal of Research Publication and Reviews,10.55248/gengpi.07.0126.0115,journal-article
robot self shadow,"Archetype, Function &amp;amp; Identity Framework: The Hidden Power of Myer-Briggs and the Shadow Self",2025,,10.2139/ssrn.5358012,posted-content
robot self shadow,In the Shadow of Central Man: Self-Transcendence and Self-Discovery in Charles Altieri’s Reading of Stevens,2015,Wallace Stevens Journal,10.1353/wsj.2015.0004,journal-article
robot self shadow,Self and Shadow: The Journal of Dorothy Wordsworth,1990,Diaries and Journals of Literary Women,10.1057/9780230376441_3,book-chapter
robot self shadow,Finding My Shadow: A Journey of Self-Discovery,2023,Italica,10.5406/23256672.100.1.12,journal-article
robot self shadow,Self motions of special 3-RPR planar parallel robot,2006,Advances in Robot Kinematics,10.1007/978-1-4020-4941-5_24,book-chapter
robot self shadow,Individualising History: The 'Real' Self in the Shadow Lines,1991,Social Scientist,10.2307/3517650,journal-article
robot self shadow,Shadow Self,2024,AI Needs You,10.1515/9780691244907-002,book-chapter
robot self shadow,"Robert Bolt: Self, Shadow, and the Theater of Recognition",1967,Modern Drama,10.1353/mdr.1967.0036,journal-article
robot self shadow,Integrating Our Shadow Side,2025,Psychedelics and Art Therapy,10.4324/9781003595762-27,book-chapter
robot self shadow,Self-Calibration of Pan-Tilt Camera Based on Accurate Model,2013,Robot,10.3724/sp.j.1218.2013.00326,journal-article
robot self shadow,Bio-Inspired Communication for Self-Regulated Multi-Robot Sytems,2011,"Multi-Robot Systems, Trends and Development",10.5772/13104,book-chapter
robot self shadow,Emotions versus Self-knowledge in Joseph Conrad’s Lord Jim and The Shadow-Line,2016,Yearbook of Conrad Studies,10.4467/20843941yc.16.003.6849,journal-article
robot self shadow,CONCLUSION:,2018,Labor's Mind,10.5406/j.ctv9b2x1j.12,book-chapter
robot self shadow,"Bastianutti, Diego. Finding My Shadow: A Journey of Self-Discovery.",2023,Italian Canadiana,10.33137/ic.v36i2.40632,journal-article
robot self shadow,Learning system for self-reconfiguration of micro-robot networks,2026,,10.70675/d80cd70fze0d5z4638z80b6zdc6dec57cc7f,dissertation
robot self shadow,The Self as the Other,2021,Obsessive-Compulsive Disorder and Uncertainty,10.5040/9781978721074.ch-3,other
robot self shadow,Shadow Self,2025,AI Needs You,10.1515/9780691277646-003,book-chapter
robot self shadow,Self-Reconfiguring Robot Pebbles,2017,Active Matter,10.7551/mitpress/11236.003.0022,book-chapter
robot self shadow,Self-stabilization of 3D Walking of a Biped Robot,2026,,10.70675/acf6988bza628z438dza3c9z58121b6a4561,dissertation
robot self shadow,(Non-)Recognition Policies in Secession Conflicts and the Shadow of the Right of Self-Determination,2015,Recognition in International Relations,10.1057/9781137464729.0014,book-chapter
robot self shadow,The Self in Cultural History,1998,In the Shadow of the Holocaust &amp; Other Essays,10.1163/9789004657694_003,book-chapter
robot self shadow,Modular Self-Reconfigurable Continuum Robot for General Purpose Loco-Manipulation_supp1-3526560.mp4,2025,,10.1109/lra.2025.3526560/mm1,component
robot self shadow,New Architecture of Robot Consciousness and the Robot Mind,2022,Self-Aware Robots,10.1201/9781003261810-9,book-chapter
robot self shadow,Disturbance decomposition of time delay system by shadow robot based on network disturbance concept,2009,2009 IEEE International Conference on Industrial Technology,10.1109/icit.2009.4939647,proceedings-article
robot self shadow,Contributors,2015,"Silence, Scapegoats, Self-Reflection",10.14220/9783737003650.363,book-chapter
robot self shadow,"Efficient Benevolence, the Shadow of Hubris and an Eastern Infatuation",2017,Julius Caesar’s Self-Created Image and Its Dramatic Afterlife,10.5040/9781474245784.ch-002,book-chapter
robot self shadow,In the Shadow of the Leader,2017,New Directions in Gestalt Group Therapy,10.4324/9781315669540-4,book-chapter
robot self shadow,Exercising Self-Defence in 21st Century Shadow Wars,2022,"Israel Yearbook on Human Rights, Volume 52 (2022)",10.1163/9789004532298_002,book-chapter
robot self shadow,Shadow Dexterous Hand Control via MediaPipe and BioIK Integration,2025,2025 IEEE International Conference on Autonomous Robot Systems and Competitions (ICARSC),10.1109/icarsc65809.2025.10970167,proceedings-article
robot self shadow,Robot Self-Balancing Berbasis LEGO Mindstorm EV3 Untuk Pembelajaran Robotika,2025,Cylinder : Jurnal Ilmiah Teknik Mesin,10.25170/cylinder.v11i1.6675,journal-article
robot self shadow,A MAP Approach for Vision-based Self-localization of Mobile Robot,2009,Acta Automatica Sinica,10.3724/sp.j.1004.2008.00159,journal-article
robot self shadow,In the Shadow of Aristotle and Hegel,2020,Situating the Self,10.4324/9781003059516-3,book-chapter
robot self shadow,Self-Regulating Organizations Under the Shadow of Governmental Oversight: Blossom or Perish?,2014,SSRN Electronic Journal,10.2139/ssrn.2529719,journal-article
robot self shadow,"Self-Driving Cars, Moral Agency, and Responsibility",2022,Robot Ethics,10.7551/mitpress/14436.003.0007,book-chapter
robot self shadow,Self-Regulatory Organizations Under the Shadow of Governmental Oversight: Blossom or Perish?,2015,SSRN Electronic Journal,10.2139/ssrn.2694511,journal-article
